Filtro A,Filtro B,Limiar,Estrategia,Data,Jaccard
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-12-18,0.6250
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-12-26,0.6190
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-01-02,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-01-08,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-01-15,0.6094
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-01-22,0.6250
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-01-29,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-02-05,0.6508
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-02-14,0.6613
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-02-19,0.6613
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-02-26,0.6452
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-03-04,0.6774
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-03-11,0.7000
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-03-18,0.7679
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2024-03-25,0.7586
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-03-20,0.5952
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-03-27,0.5686
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-04-03,0.5926
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-04-10,0.6038
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-04-17,0.6154
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-04-24,0.6038
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-05-02,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-05-08,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-05-15,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-05-22,0.6545
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-05-29,0.6545
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-06-05,0.6182
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-06-12,0.6000
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-06-19,0.6000
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-06-26,0.5818
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-07-03,0.5818
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-07-10,0.5818
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-07-17,0.6182
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-07-24,0.6182
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-07-31,0.6140
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-08-07,0.5789
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-08-14,0.6066
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-08-21,0.6441
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-08-28,0.6379
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-09-04,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-09-11,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-09-18,0.6897
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-09-25,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-10-02,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-10-09,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-10-16,0.7018
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-10-23,0.6949
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-10-30,0.6610
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-11-06,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-11-13,0.6562
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-11-20,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-11-27,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-12-04,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-12-11,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-12-18,0.6250
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2023-12-26,0.6190
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-01-02,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-01-08,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-01-15,0.6094
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-01-22,0.6250
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-01-29,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-02-05,0.6508
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-02-14,0.6613
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-02-19,0.6613
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-02-26,0.6452
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-03-04,0.6774
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-03-11,0.7000
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-03-18,0.7679
Lucro Liquido Positivo,Projetado,1.5%,Value-Weighted,2024-03-25,0.7586
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-03-20,0.2000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-03-27,0.2308
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-04-03,0.2857
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-04-10,0.4000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-04-17,0.4000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-04-24,0.3571
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-05-02,0.4615
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-05-08,0.3846
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-05-15,0.5714
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-05-22,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-05-29,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-06-05,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-06-12,0.6364
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-06-19,0.5833
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-06-26,0.5000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-07-03,0.5833
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-07-10,0.4667
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-07-17,0.5714
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-07-24,0.5333
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-07-31,0.5000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-08-07,0.4118
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-08-14,0.4375
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-08-21,0.6429
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-08-28,0.6429
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-09-04,0.6923
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-09-11,0.6923
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-09-18,0.6000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-09-25,0.6000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-10-02,0.6250
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-10-09,0.5882
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-10-16,0.6250
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-10-23,0.5625
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-10-30,0.4706
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-11-06,0.5294
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-11-13,0.5000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-11-20,0.4737
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-11-27,0.4737
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-12-04,0.5263
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-12-11,0.5294
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-12-18,0.4000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2023-12-26,0.3889
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-01-02,0.4444
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-01-08,0.4000
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-01-15,0.5263
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-01-22,0.5882
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-01-29,0.5789
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-02-05,0.5263
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-02-14,0.5625
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-02-19,0.5882
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-02-26,0.4706
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-03-04,0.5625
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-03-11,0.5625
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-03-18,0.7333
Lucro Liquido Positivo,Projetado,1.5%,Markowitz,2024-03-25,0.5882
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-03-20,0.4857
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-03-27,0.5238
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-04-03,0.5111
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-04-10,0.5435
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-04-17,0.5652
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-04-24,0.5652
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-05-02,0.6136
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-05-08,0.6136
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-05-15,0.5918
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-05-22,0.5957
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-05-29,0.5957
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-06-05,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-06-12,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-06-19,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-06-26,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-07-03,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-07-10,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-07-17,0.5870
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-07-24,0.6000
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-07-31,0.5435
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-08-07,0.5111
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-08-14,0.4706
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-08-21,0.4600
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-08-28,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-09-04,0.5306
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-09-11,0.5200
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-09-18,0.5208
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-09-25,0.5306
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-10-02,0.5532
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-10-09,0.5510
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-10-16,0.5319
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-10-23,0.5294
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-10-30,0.5510
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-11-06,0.5200
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-11-13,0.5741
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-11-20,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-11-27,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-12-04,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-12-11,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-12-18,0.5192
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2023-12-26,0.5686
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-01-02,0.5660
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-01-08,0.5660
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-01-15,0.5472
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-01-22,0.5660
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-01-29,0.5385
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-02-05,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-02-14,0.6200
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-02-19,0.6200
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-02-26,0.6000
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-03-04,0.6078
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-03-11,0.6735
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-03-18,0.6458
Lucro Liquido Positivo,Projetado,2.0%,Equal-Weight,2024-03-25,0.6250
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-03-20,0.4857
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-03-27,0.5238
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-04-03,0.5111
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-04-10,0.5435
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-04-17,0.5652
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-04-24,0.5652
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-05-02,0.6136
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-05-08,0.6136
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-05-15,0.5918
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-05-22,0.5957
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-05-29,0.5957
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-06-05,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-06-12,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-06-19,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-06-26,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-07-03,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-07-10,0.5745
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-07-17,0.5870
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-07-24,0.6000
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-07-31,0.5435
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-08-07,0.5111
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-08-14,0.4706
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-08-21,0.4600
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-08-28,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-09-04,0.5306
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-09-11,0.5200
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-09-18,0.5208
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-09-25,0.5306
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-10-02,0.5532
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-10-09,0.5510
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-10-16,0.5319
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-10-23,0.5294
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-10-30,0.5510
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-11-06,0.5200
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-11-13,0.5741
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-11-20,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-11-27,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-12-04,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-12-11,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-12-18,0.5192
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2023-12-26,0.5686
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-01-02,0.5660
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-01-08,0.5660
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-01-15,0.5472
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-01-22,0.5660
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-01-29,0.5385
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-02-05,0.5769
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-02-14,0.6200
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-02-19,0.6200
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-02-26,0.6000
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-03-04,0.6078
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-03-11,0.6735
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-03-18,0.6458
Lucro Liquido Positivo,Projetado,2.0%,Value-Weighted,2024-03-25,0.6250
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-03-20,0.0769
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-03-27,0.1667
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-04-03,0.2857
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-04-10,0.3846
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-04-17,0.3571
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-04-24,0.3077
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-05-02,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-05-08,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-05-15,0.4615
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-05-22,0.6364
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-05-29,0.4615
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-06-05,0.6364
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-06-12,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-06-19,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-06-26,0.4286
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-07-03,0.4286
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-07-10,0.4286
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-07-17,0.4286
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-07-24,0.4286
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-07-31,0.4000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-08-07,0.4667
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-08-14,0.4667
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-08-21,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-08-28,0.4615
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-09-04,0.4667
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-09-11,0.4615
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-09-18,0.3750
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-09-25,0.3750
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-10-02,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-10-09,0.5333
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-10-16,0.5385
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-10-23,0.4667
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-10-30,0.3750
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-11-06,0.4375
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-11-13,0.3889
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-11-20,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-11-27,0.5556
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-12-04,0.5294
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-12-11,0.4444
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-12-18,0.5294
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2023-12-26,0.5625
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-01-02,0.6000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-01-08,0.5882
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-01-15,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-01-22,0.5000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-01-29,0.3000
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-02-05,0.3636
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-02-14,0.4706
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-02-19,0.3889
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-02-26,0.3889
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-03-04,0.4211
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-03-11,0.5625
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-03-18,0.3333
Lucro Liquido Positivo,Projetado,2.0%,Markowitz,2024-03-25,0.3750
Naive,Projetado,0.0%,Equal-Weight,2023-03-20,0.2931
Naive,Projetado,0.0%,Equal-Weight,2023-03-27,0.2794
Naive,Projetado,0.0%,Equal-Weight,2023-04-03,0.2838
Naive,Projetado,0.0%,Equal-Weight,2023-04-10,0.2838
Naive,Projetado,0.0%,Equal-Weight,2023-04-17,0.2838
Naive,Projetado,0.0%,Equal-Weight,2023-04-24,0.2838
Naive,Projetado,0.0%,Equal-Weight,2023-05-02,0.3067
Naive,Projetado,0.0%,Equal-Weight,2023-05-08,0.3067
Naive,Projetado,0.0%,Equal-Weight,2023-05-15,0.3500
Naive,Projetado,0.0%,Equal-Weight,2023-05-22,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-05-29,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-06-05,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-06-12,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-06-19,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-06-26,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-07-03,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-07-10,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-07-17,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-07-24,0.3797
Naive,Projetado,0.0%,Equal-Weight,2023-07-31,0.3924
Naive,Projetado,0.0%,Equal-Weight,2023-08-07,0.3671
Naive,Projetado,0.0%,Equal-Weight,2023-08-14,0.3250
Naive,Projetado,0.0%,Equal-Weight,2023-08-21,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-08-28,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-09-04,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-09-11,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-09-18,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-09-25,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-10-02,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-10-09,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-10-16,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-10-23,0.2875
Naive,Projetado,0.0%,Equal-Weight,2023-10-30,0.2750
Naive,Projetado,0.0%,Equal-Weight,2023-11-06,0.2840
Naive,Projetado,0.0%,Equal-Weight,2023-11-13,0.3976
Naive,Projetado,0.0%,Equal-Weight,2023-11-20,0.4353
Naive,Projetado,0.0%,Equal-Weight,2023-11-27,0.4353
Naive,Projetado,0.0%,Equal-Weight,2023-12-04,0.4353
Naive,Projetado,0.0%,Equal-Weight,2023-12-11,0.4353
Naive,Projetado,0.0%,Equal-Weight,2023-12-18,0.4353
Naive,Projetado,0.0%,Equal-Weight,2023-12-26,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-01-02,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-01-08,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-01-15,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-01-22,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-01-29,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-02-05,0.4353
Naive,Projetado,0.0%,Equal-Weight,2024-02-14,0.4471
Naive,Projetado,0.0%,Equal-Weight,2024-02-19,0.4471
Naive,Projetado,0.0%,Equal-Weight,2024-02-26,0.4588
Naive,Projetado,0.0%,Equal-Weight,2024-03-04,0.4535
Naive,Projetado,0.0%,Equal-Weight,2024-03-11,0.4368
Naive,Projetado,0.0%,Equal-Weight,2024-03-18,0.4535
Naive,Projetado,0.0%,Equal-Weight,2024-03-25,0.4419
Naive,Projetado,0.0%,Value-Weighted,2023-03-20,0.2931
Naive,Projetado,0.0%,Value-Weighted,2023-03-27,0.2794
